S,tau,V
24.75,0.19,8.41935e-43
25.5,0.19,1.41189e-41
26.25,0.19,2.21088e-40
27,0.19,3.23848e-39
27.75,0.19,4.44486e-38
28.5,0.19,5.7255e-37
29.25,0.19,6.93223e-36
30,0.19,7.90085e-35
30.75,0.19,8.48838e-34
31.5,0.19,8.6082e-33
32.25,0.19,8.25085e-32
33,0.19,7.48389e-31
33.75,0.19,6.43164e-30
34.5,0.19,5.24309e-29
35.25,0.19,4.05895e-28
36,0.19,2.98728e-27
36.75,0.19,2.09235e-26
37.5,0.19,1.39616e-25
38.25,0.19,8.8842e-25
39,0.19,5.3964e-24
39.75,0.19,3.1319e-23
40.5,0.19,1.73834e-22
41.25,0.19,9.23585e-22
42,0.19,4.70135e-21
42.75,0.19,2.29483e-20
43.5,0.19,1.07506e-19
44.25,0.19,4.83757e-19
45,0.19,2.09265e-18
45.75,0.19,8.7094e-18
46.5,0.19,3.49017e-17
47.25,0.19,1.34776e-16
48,0.19,5.01896e-16
48.75,0.19,1.80377e-15
49.5,0.19,6.2609e-15
50.25,0.19,2.10037e-14
51,0.19,6.81508e-14
51.75,0.19,2.14027e-13
52.5,0.19,6.5102e-13
53.25,0.19,1.9193e-12
54,0.19,5.48794e-12
54.75,0.19,1.52294e-11
55.5,0.19,4.10438e-11
56.25,0.19,1.07494e-10
57,0.19,2.7376e-10
57.75,0.19,6.78382e-10
58.5,0.19,1.63669e-09
59.25,0.19,3.84691e-09
60,0.19,8.81388e-09
60.75,0.19,1.96965e-08
61.5,0.19,4.29564e-08
62.25,0.19,9.14811e-08
63,0.19,1.90346e-07
63.75,0.19,3.87169e-07
64.5,0.19,7.70265e-07
65.25,0.19,1.49966e-06
66,0.19,2.8588e-06
66.75,0.19,5.33874e-06
67.5,0.19,9.77182e-06
68.25,0.19,1.75392e-05
69,0.19,3.08853e-05
69.75,0.19,5.3384e-05
70.5,0.19,9.0613e-05
71.25,0.19,0.000151109
72,0.19,0.000247689
72.75,0.19,0.00039924
73.5,0.19,0.000633082
74.25,0.19,0.000988034
75,0.19,0.00151828
75.75,0.19,0.00229814
76.5,0.19,0.00342788
77.25,0.19,0.00504044
78,0.19,0.00730931
78.75,0.19,0.0104572
79.5,0.19,0.0147655
80.25,0.19,0.0205842
81,0.19,0.0283421
81.75,0.19,0.0385563
82.5,0.19,0.0518414
83.25,0.19,0.0689168
84,0.19,0.090612
84.75,0.19,0.11787
85.5,0.19,0.151747
86.25,0.19,0.193407
87,0.19,0.244118
87.75,0.19,0.305234
88.5,0.19,0.378187
89.25,0.19,0.46446
90,0.19,0.565571
90.75,0.19,0.68304
91.5,0.19,0.818371
92.25,0.19,0.973014
93,0.19,1.14834
93.75,0.19,1.34563
94.5,0.19,1.566
95.25,0.19,1.81045
96,0.19,2.07978
96.75,0.19,2.37462
97.5,0.19,2.6954
98.25,0.19,3.04232
99,0.19,3.41542
99.75,0.19,3.8145
100.5,0.19,4.23919
101.25,0.19,4.68894
102,0.19,5.16304
102.75,0.19,5.66062
103.5,0.19,6.1807
104.25,0.19,6.72219
105,0.19,7.28393
105.75,0.19,7.86469
106.5,0.19,8.46321
107.25,0.19,9.07821
108,0.19,9.70841
108.75,0.19,10.3526
109.5,0.19,11.0094
110.25,0.19,11.6778
111,0.19,12.3566
111.75,0.19,13.0447
112.5,0.19,13.7411
113.25,0.19,14.4449
114,0.19,15.1552
114.75,0.19,15.8713
115.5,0.19,16.5923
116.25,0.19,17.3178
117,0.19,18.047
117.75,0.19,18.7795
118.5,0.19,19.5148
119.25,0.19,20.2525
120,0.19,20.9922
120.75,0.19,21.7337
121.5,0.19,22.4766
122.25,0.19,23.2208
123,0.19,23.966
123.75,0.19,24.7121
124.5,0.19,25.4589
125.25,0.19,26.2062
126,0.19,26.9541
126.75,0.19,27.7024
127.5,0.19,28.451
128.25,0.19,29.1999
129,0.19,29.949
129.75,0.19,30.6982
130.5,0.19,31.4477
131.25,0.19,32.1972
132,0.19,32.9468
132.75,0.19,33.6966
133.5,0.19,34.4463
134.25,0.19,35.1961
135,0.19,35.946
135.75,0.19,36.6959
136.5,0.19,37.4458
137.25,0.19,38.1957
138,0.19,38.9457
138.75,0.19,39.6956
139.5,0.19,40.4456
140.25,0.19,41.1956
141,0.19,41.9456
141.75,0.19,42.6955
142.5,0.19,43.4455
143.25,0.19,44.1955
144,0.19,44.9455
144.75,0.19,45.6955
145.5,0.19,46.4455
146.25,0.19,47.1955
147,0.19,47.9455
147.75,0.19,48.6955
148.5,0.19,49.4455
149.25,0.19,50.1955
150,0.19,50.9455
0,0.185,0
0.75,0.185,1.31019e-110
1.5,0.185,1.60335e-106
2.25,0.185,6.71875e-103
3,0.185,1.41985e-99
3.75,0.185,1.80208e-96
4.5,0.185,1.5204e-93
5.25,0.185,9.11549e-91
6,0.185,4.07207e-88
6.75,0.185,1.40425e-85
7.5,0.185,3.84251e-83
8.25,0.185,8.52845e-81
9,0.185,1.56323e-78
9.75,0.185,2.40207e-76
10.5,0.185,3.13375e-74
11.25,0.185,3.50903e-72
12,0.185,3.40449e-70
12.75,0.185,2.88567e-68
13.5,0.185,2.15249e-66
14.25,0.185,1.42218e-64
15,0.185,8.37176e-63
15.75,0.185,4.41368e-61
16.5,0.185,2.09398e-59
17.25,0.185,8.97858e-58
18,0.185,3.49323e-56
18.75,0.185,1.23768e-54
19.5,0.185,4.00692e-53
20.25,0.185,1.18899e-51
21,0.185,3.24312e-50
21.75,0.185,8.15326e-49
22.5,0.185,1.89396e-47
23.25,0.185,4.07479e-46
24,0.185,8.13748e-45
24.75,0.185,1.51157e-43
25.5,0.185,2.61683e-42
26.25,0.185,4.22996e-41
27,0.185,6.39552e-40
27.75,0.185,9.05987e-39
28.5,0.185,1.20439e-37
29.25,0.185,1.50478e-36
30,0.185,1.76958e-35
30.75,0.185,1.96139e-34
31.5,0.185,2.05181e-33
32.25,0.185,2.02838e-32
33,0.185,1.89729e-31
33.75,0.185,1.68118e-30
34.5,0.185,1.41282e-29
35.25,0.185,1.1273e-28
36,0.185,8.54953e-28
36.75,0.185,6.16949e-27
37.5,0.185,4.24037e-26
38.25,0.185,2.77866e-25
39,0.185,1.73766e-24
39.75,0.185,1.03801e-23
40.5,0.185,5.92849e-23
41.25,0.185,3.24027e-22
42,0.185,1.69627e-21
42.75,0.185,8.51259e-21
43.5,0.185,4.09868e-20
44.25,0.185,1.89497e-19
45,0.185,8.41953e-19
45.75,0.185,3.59789e-18
46.5,0.185,1.47986e-17
47.25,0.185,5.86331e-17
48,0.185,2.23945e-16
48.75,0.185,8.25165e-16
49.5,0.185,2.93534e-15
50.25,0.185,1.00881e-14
51,0.185,3.35196e-14
51.75,0.185,1.07755e-13
52.5,0.185,3.35365e-13
53.25,0.185,1.01121e-12
54,0.185,2.95594e-12
54.75,0.185,8.38242e-12
55.5,0.185,2.30752e-11
56.25,0.185,6.17026e-11
57,0.185,1.60368e-10
57.75,0.185,4.05374e-10
58.5,0.185,9.97217e-10
59.25,0.185,2.3888e-09
60,0.185,5.57551e-09
