S,tau,V
44.25,0.975,0.000159892
45,0.975,0.000231241
45.75,0.975,0.000330374
46.5,0.975,0.000466513
47.25,0.975,0.000651387
48,0.975,0.00089976
48.75,0.975,0.00123001
49.5,0.975,0.00166478
50.25,0.975,0.00223174
51,0.975,0.00296428
51.75,0.975,0.00390247
52.5,0.975,0.00509386
53.25,0.975,0.00659443
54,0.975,0.0084696
54.75,0.975,0.0107951
55.5,0.975,0.0136581
56.25,0.975,0.017158
57,0.975,0.0214075
57.75,0.975,0.0265333
58.5,0.975,0.0326771
59.25,0.975,0.0399962
60,0.975,0.048664
60.75,0.975,0.0588707
61.5,0.975,0.0708235
62.25,0.975,0.0847469
63,0.975,0.100883
63.75,0.975,0.119489
64.5,0.975,0.140842
65.25,0.975,0.165234
66,0.975,0.192972
66.75,0.975,0.224377
67.5,0.975,0.259787
68.25,0.975,0.299548
69,0.975,0.344022
69.75,0.975,0.393576
70.5,0.975,0.448589
71.25,0.975,0.509443
72,0.975,0.576526
72.75,0.975,0.65023
73.5,0.975,0.730945
74.25,0.975,0.819061
75,0.975,0.914966
75.75,0.975,1.01904
76.5,0.975,1.13166
77.25,0.975,1.25318
78,0.975,1.38397
78.75,0.975,1.52436
79.5,0.975,1.67468
80.25,0.975,1.83525
81,0.975,2.00635
81.75,0.975,2.18826
82.5,0.975,2.38124
83.25,0.975,2.58553
84,0.975,2.80133
84.75,0.975,3.02884
85.5,0.975,3.26822
86.25,0.975,3.51963
87,0.975,3.78318
87.75,0.975,4.05897
88.5,0.975,4.34708
89.25,0.975,4.64756
90,0.975,4.96044
90.75,0.975,5.28572
91.5,0.975,5.62339
92.25,0.975,5.97342
93,0.975,6.33573
93.75,0.975,6.71026
94.5,0.975,7.09691
95.25,0.975,7.49556
96,0.975,7.90609
96.75,0.975,8.32834
97.5,0.975,8.76214
98.25,0.975,9.20733
99,0.975,9.66371
99.75,0.975,10.1311
100.5,0.975,10.6092
101.25,0.975,11.0979
102,0.975,11.5969
102.75,0.975,12.1061
103.5,0.975,12.625
104.25,0.975,13.1535
105,0.975,13.6914
105.75,0.975,14.2383
106.5,0.975,14.7941
107.25,0.975,15.3584
108,0.975,15.931
108.75,0.975,16.5116
109.5,0.975,17.1
110.25,0.975,17.6959
111,0.975,18.299
111.75,0.975,18.9091
112.5,0.975,19.5259
113.25,0.975,20.1492
114,0.975,20.7787
114.75,0.975,21.4141
115.5,0.975,22.0553
116.25,0.975,22.702
117,0.975,23.354
117.75,0.975,24.0111
118.5,0.975,24.6729
119.25,0.975,25.3394
120,0.975,26.0102
120.75,0.975,26.6853
121.5,0.975,27.3644
122.25,0.975,28.0473
123,0.975,28.7338
123.75,0.975,29.4238
124.5,0.975,30.1171
125.25,0.975,30.8134
126,0.975,31.5128
126.75,0.975,32.2149
127.5,0.975,32.9197
128.25,0.975,33.627
129,0.975,34.3367
129.75,0.975,35.0486
130.5,0.975,35.7627
131.25,0.975,36.4787
132,0.975,37.1966
132.75,0.975,37.9163
133.5,0.975,38.6376
134.25,0.975,39.3605
135,0.975,40.0848
135.75,0.975,40.8105
136.5,0.975,41.5375
137.25,0.975,42.2656
138,0.975,42.9949
138.75,0.975,43.7252
139.5,0.975,44.4564
140.25,0.975,45.1885
141,0.975,45.9214
141.75,0.975,46.6551
142.5,0.975,47.3894
143.25,0.975,48.1243
144,0.975,48.8599
144.75,0.975,49.5959
145.5,0.975,50.3324
146.25,0.975,51.0692
147,0.975,51.8065
147.75,0.975,52.544
148.5,0.975,53.2818
149.25,0.975,54.0199
150,0.975,54.7581
0,0.97,0
0.75,0.97,1.01304e-49
1.5,0.97,1.49402e-46
2.25,0.97,7.47615e-44
3,0.97,1.87086e-41
3.75,0.97,2.79044e-39
4.5,0.97,2.74802e-37
5.25,0.97,1.91195e-35
6,0.97,9.8638e-34
6.75,0.97,3.91349e-32
7.5,0.97,1.22876e-30
8.25,0.97,3.1247e-29
9,0.97,6.56046e-28
9.75,0.97,1.15587e-26
10.5,0.97,1.73304e-25
11.25,0.97,2.23847e-24
12,0.97,2.51782e-23
12.75,0.97,2.49013e-22
13.5,0.97,2.18434e-21
14.25,0.97,1.71295e-20
15,0.97,1.20954e-19
15.75,0.97,7.74133e-19
16.5,0.97,4.51829e-18
17.25,0.97,2.41846e-17
18,0.97,1.19336e-16
18.75,0.97,5.45483e-16
19.5,0.97,2.32017e-15
20.25,0.97,9.2218e-15
21,0.97,3.43849e-14
21.75,0.97,1.20716e-13
22.5,0.97,4.00401e-13
23.25,0.97,1.25876e-12
24,0.97,3.7619e-12
24.75,0.97,1.07177e-11
25.5,0.97,2.91852e-11
26.25,0.97,7.61475e-11
27,0.97,1.90799e-10
27.75,0.97,4.60104e-10
28.5,0.97,1.06997e-09
29.25,0.97,2.40406e-09
30,0.97,5.22809e-09
30.75,0.97,1.10227e-08
31.5,0.97,2.25661e-08
32.25,0.97,4.49248e-08
33,0.97,8.70909e-08
33.75,0.97,1.64619e-07
34.5,0.97,3.03763e-07
35.25,0.97,5.47817e-07
36,0.97,9.66607e-07
36.75,0.97,1.67039e-06
37.5,0.97,2.82981e-06
38.25,0.97,4.7039e-06
39,0.97,7.67877e-06
39.75,0.97,1.23199e-05
40.5,0.97,1.94416e-05
41.25,0.97,3.01983e-05
42,0.97,4.6201e-05
42.75,0.97,6.96657e-05
43.5,0.97,0.000103597
44.25,0.97,0.000152017
45,0.97,0.000220236
45.75,0.97,0.000315181
46.5,0.97,0.000445782
47.25,0.97,0.00062342
48,0.97,0.000862437
48.75,0.97,0.00118072
49.5,0.97,0.00160034
50.25,0.97,0.00214828
51,0.97,0.00285721
51.75,0.97,0.00376633
52.5,0.97,0.00492223
53.25,0.97,0.00637986
54,0.97,0.00820347
54.75,0.97,0.0104676
55.5,0.97,0.013258
56.25,0.97,0.0166728
57,0.97,0.0208231
57.75,0.97,0.0258341
58.5,0.97,0.031846
59.25,0.97,0.0390144
60,0.97,0.0475112
60.75,0.97,0.057525
61.5,0.97,0.0692615
62.25,0.97,0.0829437
63,0.97,0.0988118
63.75,0.97,0.117123
64.5,0.97,0.138153
65.25,0.97,0.162191
66,0.97,0.189545
66.75,0.97,0.220535
67.5,0.97,0.255498
68.25,0.97,0.294781
69,0.97,0.338745
69.75,0.97,0.387757
70.5,0.97,0.442197
71.25,0.97,0.502448
72,0.97,0.5689
72.75,0.97,0.641943
73.5,0.97,0.721971
74.25,0.97,0.809375
75,0.97,0.904544
75.75,0.97,1.00786
76.5,0.97,1.1197
77.25,0.97,1.24044
78,0.97,1.37042
78.75,0.97,1.50999
79.5,0.97,1.65949
80.25,0.97,1.81922
81,0.97,1.98948
81.75,0.97,2.17056
82.5,0.97,2.36271
83.25,0.97,2.56616
84,0.97,2.78114
84.75,0.97,3.00783
85.5,0.97,3.24642
86.25,0.97,3.49704
87,0.97,3.75982
87.75,0.97,4.03487
88.5,0.97,4.32225
89.25,0.97,4.62203
90,0.97,4.93423
90.75,0.97,5.25886
91.5,0.97,5.59591
92.25,0.97,5.94534
93,0.97,6.30709
93.75,0.97,6.68109
94.5,0.97,7.06724
95.25,0.97,7.46542
96,0.97,7.87551
96.75,0.97,8.29735
97.5,0.97,8.73079
98.25,0.97,9.17564
99,0.97,9.63171
99.75,0.97,10.0988
100.5,0.97,10.5767
101.25,0.97,11.0652
102,0.97,11.564
102.75,0.97,12.073
103.5,0.97,12.5918
104.25,0.97,13.1202
105,0.97,13.658
105.75,0.97,14.2049
106.5,0.97,14.7607
107.25,0.97,15.325
108,0.97,15.8976
108.75,0.97,16.4782
109.5,0.97,17.0667
110.25,0.97,17.6626
111,0.97,18.2658
111.75,0.97,18.876
112.5,0.97,19.4929
113.25,0.97,20.1164
114,0.97,20.746
114.75,0.97,21.3816
115.5,0.97,22.023
116.25,0.97,22.6699
117,0.97,23.322
117.75,0.97,23.9793
118.5,0.97,24.6413
119.25,0.97,25.308
120,0.97,25.979
120.75,0.97,26.6543
121.5,0.97,27.3336
122.25,0.97,28.0167
123,0.97,28.7035
123.75,0.97,29.3937
124.5,0.97,30.0872
125.25,0.97,30.7838
126,0.97,31.4833
126.75,0.97,32.1857
127.5,0.97,32.8907
128.25,0.97,33.5982
129,0.97,34.3081
129.75,0.97,35.0202
130.5,0.97,35.7345
131.25,0.97,36.4507
132,0.97,37.1688
132.75,0.97,37.8887
133.5,0.97,38.6102
134.25,0.97,39.3333
135,0.97,40.0578
135.75,0.97,40.7837
136.5,0.97,41.5108
137.25,0.97,42.2392
138,0.97,42.9686
138.75,0.97,43.6991
139.5,0.97,44.4305
140.25,0.97,45.1627
141,0.97,45.8958
141.75,0.97,46.6296
142.5,0.97,47.3641
143.25,0.97,48.0992
144,0.97,48.8349
144.75,0.97,49.5711
145.5,0.97,50.3077
146.25,0.97,51.0447
147,0.97,51.7821
147.75,0.97,52.5198
148.5,0.97,53.2577
149.25,0.97,53.9959
150,0.97,54.7343
0,0.965,0
0.75,0.965,7.26411e-50
1.5,0.965,1.07902e-46
2.25,0.965,5.4386e-44
3,0.965,1.37089e-41
3.75,0.965,2.05966e-39
4.5,0.965,2.04321e-37
5.25,0.965,1.432e-35
6,0.965,7.44192e-34
6.75,0.965,2.97423e-32
7.5,0.965,9.40671e-31
8.25,0.965,2.4095e-29
9,0.965,5.09544e-28
9.75,0.965,9.04192e-27
10.5,0.965,1.36534e-25
11.25,0.965,1.77592e-24
12,0.965,2.01143e-23
12.75,0.965,2.00294e-22
13.5,0.965,1.76882e-21
14.25,0.965,1.39628e-20
15,0.965,9.92345e-20
15.75,0.965,6.39168e-19
16.5,0.965,3.75379e-18
17.25,0.965,2.02147e-17
18,0.965,1.0034e-16
18.75,0.965,4.61301e-16
19.5,0.965,1.97315e-15
20.25,0.965,7.88542e-15
21,0.965,2.95582e-14
21.75,0.965,1.04306e-13
22.5,0.965,3.47699e-13
23.25,0.965,1.09837e-12
24,0.965,3.29795e-12
24.75,0.965,9.43854e-12
25.5,0.965,2.58147e-11
26.25,0.965,6.76392e-11
27,0.965,1.70175e-10
27.75,0.965,4.11996e-10
28.5,0.965,9.61762e-10
29.25,0.965,2.16891e-09
30,0.965,4.73353e-09
30.75,0.965,1.00143e-08
31.5,0.965,2.05699e-08
32.25,0.965,4.1082e-08
33,0.965,7.98879e-08
33.75,0.965,1.51455e-07
34.5,0.965,2.80278e-07
35.25,0.965,5.06869e-07
36,0.965,8.96756e-07
36.75,0.965,1.5537e-06
37.5,0.965,2.6387e-06
38.25,0.965,4.39682e-06
39,0.965,7.19421e-06
39.75,0.965,1.15684e-05
40.5,0.965,1.82954e-05
41.25,0.965,2.84775e-05
42,0.965,4.36566e-05
42.75,0.965,6.59576e-05
43.5,0.965,9.82684e-05
44.25,0.965,0.00014446
45,0.965,0.000209656
45.75,0.965,0.000300551
46.5,0.965,0.00042579
47.25,0.965,0.000596407
48,0.965,0.000826332
48.75,0.965,0.00113296
49.5,0.965,0.00153781
50.25,0.965,0.0020672
51,0.965,0.00275306
51.75,0.965,0.00363373
52.5,0.965,0.00475487
53.25,0.965,0.00617038
54,0.965,0.00794337
54.75,0.965,0.0101471
55.5,0.965,0.0128662
56.25,0.965,0.016197
57,0.965,0.0202495
57.75,0.965,0.0251472
58.5,0.965,0.0310287
59.25,0.965,0.0380481
60,0.965,0.0463757
60.75,0.965,0.0561985
61.5,0.965,0.0677205
62.25,0.965,0.0811634
63,0.965,0.0967659
63.75,0.965,0.114784
64.5,0.965,0.135492
65.25,0.965,0.159179
66,0.965,0.18615
66.75,0.965,0.216727
67.5,0.965,0.251245
68.25,0.965,0.290051
69,0.965,0.333505
69.75,0.965,0.381977
70.5,0.965,0.435845
71.25,0.965,0.495493
72,0.965,0.561313
72.75,0.965,0.633695
73.5,0.965,0.713036
74.25,0.965,0.799727
75,0.965,0.89416
75.75,0.965,0.996719
76.5,0.965,1.10778
77.25,0.965,1.22772
78,0.965,1.3569
78.75,0.965,1.49565
79.5,0.965,1.64432
80.25,0.965,1.80321
81,0.965,1.97264
81.75,0.965,2.15287
82.5,0.965,2.34418
83.25,0.965,2.5468
84,0.965,2.76095
84.75,0.965,2.98683
85.5,0.965,3.22462
86.25,0.965,3.47445
87,0.965,3.73646
87.75,0.965,4.01075
88.5,0.965,4.29741
89.25,0.965,4.59648
90,0.965,4.908
90.75,0.965,5.23198
91.5,0.965,5.5684
92.25,0.965,5.91723
93,0.965,6.27842
93.75,0.965,6.65188
94.5,0.965,7.03752
95.25,0.965,7.43524
96,0.965,7.84488
96.75,0.965,8.26632
97.5,0.965,8.69938
98.25,0.965,9.14389
99,0.965,9.59966
99.75,0.965,10.0665
100.5,0.965,10.5441
101.25,0.965,11.0324
102,0.965,11.5311
102.75,0.965,12.0399
103.5,0.965,12.5585
104.25,0.965,13.0869
105,0.965,13.6246
105.75,0.965,14.1714
106.5,0.965,14.7272
107.25,0.965,15.2915
108,0.965,15.8641
108.75,0.965,16.4448
109.5,0.965,17.0333
110.25,0.965,17.6293
111,0.965,18.2326
111.75,0.965,18.8429
112.5,0.965,19.46
113.25,0.965,20.0835
114,0.965,20.7133
114.75,0.965,21.3491
115.5,0.965,21.9906
116.25,0.965,22.6377
117,0.965,23.29
117.75,0.965,23.9474
118.5,0.965,24.6097
119.25,0.965,25.2766
120,0.965,25.9478
120.75,0.965,26.6233
121.5,0.965,27.3028
122.25,0.965,27.9862
123,0.965,28.6731
123.75,0.965,29.3635
124.5,0.965,30.0572
125.25,0.965,30.7541
126,0.965,31.4538
126.75,0.965,32.1564
127.5,0.965,32.8616
128.25,0.965,33.5694
129,0.965,34.2795
129.75,0.965,34.9918
130.5,0.965,35.7063
131.25,0.965,36.4227
132,0.965,37.141
132.75,0.965,37.8611
133.5,0.965,38.5828
134.25,0.965,39.3061
135,0.965,40.0308
135.75,0.965,40.7569
136.5,0.965,41.4842
137.25,0.965,42.2127
138,0.965,42.9423
138.75,0.965,43.6729
139.5,0.965,44.4045
140.25,0.965,45.1369
141,0.965,45.8702
141.75,0.965,46.6042
142.5,0.965,47.3388
143.25,0.965,48.0741
144,0.965,48.8099
144.75,0.965,49.5462
145.5,0.965,50.283
146.25,0.965,51.0202
147,0.965,51.7577
147.75,0.965,52.4955
148.5,0.965,53.2336
149.25,0.965,53.9719
150,0.965,54.7104
0,0.96,0
0.75,0.96,5.19627e-50
1.5,0.96,7.77448e-47
2.25,0.96,3.94713e-44
3,0.96,1.00222e-41
3.75,0.96,1.51681e-39
4.5,0.96,1.51578e-37
5.25,0.96,1.07018e-35
6,0.96,5.60256e-34
6.75,0.96,2.2556e-32
7.5,0.96,7.18623e-31
8.25,0.96,1.85419e-29
9,0.96,3.9496e-28
9.75,0.96,7.05916e-27
10.5,0.96,1.07356e-25
11.25,0.96,1.40628e-24
12,0.96,1.60389e-23
12.75,0.96,1.60812e-22
13.5,0.96,1.42978e-21
14.25,0.96,1.13617e-20
15,0.96,8.12763e-20
15.75,0.96,5.26853e-19
16.5,0.96,3.11357e-18
17.25,0.96,1.68697e-17
18,0.96,8.42364e-17
18.75,0.96,3.89523e-16
19.5,0.96,1.67558e-15
20.25,0.96,6.7331e-15
21,0.96,2.53739e-14
21.75,0.96,9.00054e-14
22.5,0.96,3.0154e-13
23.25,0.96,9.57204e-13
24,0.96,2.88767e-12
24.75,0.96,8.30214e-12
25.5,0.96,2.28071e-11
26.25,0.96,6.00144e-11
27,0.96,1.51616e-10
27.75,0.96,3.6853e-10
28.5,0.96,8.63616e-10
29.25,0.96,1.95484e-09
30,0.96,4.28168e-09
30.75,0.96,9.08986e-09
31.5,0.96,1.87336e-08
32.25,0.96,3.75356e-08
33,0.96,7.32197e-08
33.75,0.96,1.39232e-07
34.5,0.96,2.58407e-07
35.25,0.96,4.6863e-07
36,0.96,8.31351e-07
36.75,0.96,1.44415e-06
37.5,0.96,2.45884e-06
38.25,0.96,4.10711e-06
39,0.96,6.73599e-06
39.75,0.96,1.08562e-05
40.5,0.96,1.72067e-05
41.25,0.96,2.68396e-05
42,0.96,4.12298e-05
42.75,0.96,6.24141e-05
43.5,0.96,9.31665e-05
44.25,0.96,0.000137212
45,0.96,0.000199492
45.75,0.96,0.000286471
46.5,0.96,0.000406516
47.25,0.96,0.000570323
48,0.96,0.000791418
48.75,0.96,0.00108672
49.5,0.96,0.00147718
50.25,0.96,0.00198847
51,0.96,0.00265178
51.75,0.96,0.00350462
52.5,0.96,0.00459171
53.25,0.96,0.00596591
54,0.96,0.00768921
54.75,0.96,0.00983366
55.5,0.96,0.0124824
56.25,0.96,0.0157307
57,0.96,0.0196867
57.75,0.96,0.0244726
58.5,0.96,0.0302253
59.25,0.96,0.0370974
60,0.96,0.0452575
60.75,0.96,0.054891
61.5,0.96,0.0662005
62.25,0.96,0.079406
63,0.96,0.0947448
63.75,0.96,0.112472
64.5,0.96,0.13286
65.25,0.96,0.156196
66,0.96,0.182787
66.75,0.96,0.212953
67.5,0.96,0.247027
68.25,0.96,0.285357
69,0.96,0.328303
69.75,0.96,0.376235
70.5,0.96,0.429532
71.25,0.96,0.488578
72,0.96,0.553765
72.75,0.96,0.625488
73.5,0.96,0.70414
74.25,0.96,0.790118
75,0.96,0.883813
75.75,0.96,0.985613
76.5,0.96,1.0959
77.25,0.96,1.21504
78,0.96,1.3434
78.75,0.96,1.48134
79.5,0.96,1.62917
80.25,0.96,1.78723
81,0.96,1.95581
81.75,0.96,2.1352
82.5,0.96,2.32567
83.25,0.96,2.52745
84,0.96,2.74077
84.75,0.96,2.96583
85.5,0.96,3.20281
86.25,0.96,3.45185
87,0.96,3.71309
87.75,0.96,3.98663
88.5,0.96,4.27255
89.25,0.96,4.57091
90,0.96,4.88174
90.75,0.96,5.20506
91.5,0.96,5.54085
92.25,0.96,5.88909
93,0.96,6.2497
93.75,0.96,6.62263
94.5,0.96,7.00776
95.25,0.96,7.405
96,0.96,7.81421
96.75,0.96,8.23524
97.5,0.96,8.66793
98.25,0.96,9.11209
99,0.96,9.56755
99.75,0.96,10.0341
100.5,0.96,10.5115
101.25,0.96,10.9996
102,0.96,11.498
102.75,0.96,12.0067
103.5,0.96,12.5252
104.25,0.96,13.0535
105,0.96,13.5911
105.75,0.96,14.1379
106.5,0.96,14.6936
107.25,0.96,15.2579
108,0.96,15.8305
108.75,0.96,16.4113
109.5,0.96,16.9998
110.25,0.96,17.5959
111,0.96,18.1993
111.75,0.96,18.8097
112.5,0.96,19.4269
113.25,0.96,20.0506
114,0.96,20.6805
114.75,0.96,21.3165
115.5,0.96,21.9582
116.25,0.96,22.6055
117,0.96,23.258
117.75,0.96,23.9156
118.5,0.96,24.578
119.25,0.96,25.2451
120,0.96,25.9166
120.75,0.96,26.5923
121.5,0.96,27.272
122.25,0.96,27.9556
123,0.96,28.6427
123.75,0.96,29.3334
124.5,0.96,30.0273
125.25,0.96,30.7243
126,0.96,31.4243
126.75,0.96,32.1271
127.5,0.96,32.8326
128.25,0.96,33.5405
129,0.96,34.2508
129.75,0.96,34.9634
130.5,0.96,35.6781
131.25,0.96,36.3947
132,0.96,37.1132
132.75,0.96,37.8335
133.5,0.96,38.5554
134.25,0.96,39.2789
135,0.96,40.0038
135.75,0.96,40.73
136.5,0.96,41.4575
137.25,0.96,42.1862
138,0.96,42.916
138.75,0.96,43.6468
139.5,0.96,44.3786
140.25,0.96,45.1112
141,0.96,45.8446
141.75,0.96,46.5787
142.5,0.96,47.3135
143.25,0.96,48.049
144,0.96,48.7849
144.75,0.96,49.5214
145.5,0.96,50.2583
146.25,0.96,50.9956
147,0.96,51.7333
147.75,0.96,52.4713
148.5,0.96,53.2095
149.25,0.96,53.948
150,0.96,54.6866
0,0.955,0
0.75,0.955,3.70804e-50
1.5,0.955,5.5882e-47
2.25,0.955,2.85791e-44
3,0.955,7.30985e-42
3.75,0.955,1.11448e-39
4.5,0.955,1.12196e-37
5.25,0.955,7.97995e-36
6,0.955,4.20859e-34
6.75,0.955,1.70692e-32
7.5,0.955,5.47828e-31
8.25,0.955,1.42389e-29
9,0.955,3.05517e-28
9.75,0.955,5.50014e-27
10.5,0.955,8.42474e-26
11.25,0.955,1.11142e-24
12,0.955,1.2765e-23
12.75,0.955,1.28874e-22
13.5,0.955,1.15363e-21
14.25,0.955,9.22879e-21
15,0.955,6.64528e-20
15.75,0.955,4.33541e-19
16.5,0.955,2.57828e-18
17.25,0.955,1.40556e-17
18,0.955,7.06068e-17
18.75,0.955,3.28412e-16
19.5,0.955,1.42077e-15
20.25,0.955,5.74087e-15
21,0.955,2.17513e-14
21.75,0.955,7.75594e-14
22.5,0.955,2.61162e-13
23.25,0.955,8.33109e-13
24,0.955,2.52528e-12
24.75,0.955,7.29374e-12
25.5,0.955,2.01263e-11
26.25,0.955,5.31886e-11
27,0.955,1.34932e-10
27.75,0.955,3.29299e-10
28.5,0.955,7.74687e-10
29.25,0.955,1.76013e-09
30,0.955,3.86922e-09
30.75,0.955,8.24303e-09
31.5,0.955,1.70458e-08
32.25,0.955,3.42655e-08
33,0.955,6.70515e-08
33.75,0.955,1.27891e-07
34.5,0.955,2.38056e-07
35.25,0.955,4.32947e-07
36,0.955,7.70151e-07
36.75,0.955,1.34137e-06
37.5,0.955,2.28968e-06
38.25,0.955,3.83396e-06
39,0.955,6.30294e-06
39.75,0.955,1.01816e-05
40.5,0.955,1.61732e-05
41.25,0.955,2.52814e-05
42,0.955,3.89164e-05
42.75,0.955,5.90296e-05
43.5,0.955,8.8284e-05
44.25,0.955,0.000130264
45,0.955,0.000189729
45.75,0.955,0.000272925
46.5,0.955,0.000387943
47.25,0.955,0.000545148
48,0.955,0.000757666
48.75,0.955,0.00104195
49.5,0.955,0.00141839
50.25,0.955,0.00191203
51,0.955,0.00255332
51.75,0.955,0.00337894
52.5,0.955,0.00443269
53.25,0.955,0.0057664
54,0.955,0.00744092
54.75,0.955,0.00952707
55.5,0.955,0.0121067
56.25,0.955,0.0152736
57,0.955,0.0191345
57.75,0.955,0.0238101
58.5,0.955,0.0294356
59.25,0.955,0.0361621
60,0.955,0.0441565
60.75,0.955,0.0536025
61.5,0.955,0.0647014
62.25,0.955,0.0776713
63,0.955,0.0927485
63.75,0.955,0.110186
64.5,0.955,0.130256
65.25,0.955,0.153245
66,0.955,0.179457
66.75,0.955,0.209212
67.5,0.955,0.242844
68.25,0.955,0.2807
69,0.955,0.323139
69.75,0.955,0.370532
70.5,0.955,0.423258
71.25,0.955,0.481703
72,0.955,0.546258
72.75,0.955,0.61732
73.5,0.955,0.695284
74.25,0.955,0.780548
75,0.955,0.873505
75.75,0.955,0.974545
76.5,0.955,1.08405
77.25,0.955,1.2024
78,0.955,1.32995
78.75,0.955,1.46705
79.5,0.955,1.61405
80.25,0.955,1.77127
81,0.955,1.939
81.75,0.955,2.11755
82.5,0.955,2.30717
83.25,0.955,2.50811
84,0.955,2.7206
84.75,0.955,2.94484
85.5,0.955,3.181
86.25,0.955,3.42925
87,0.955,3.6897
87.75,0.955,3.96248
88.5,0.955,4.24767
89.25,0.955,4.54531
90,0.955,4.85546
90.75,0.955,5.17812
91.5,0.955,5.51328
92.25,0.955,5.86091
93,0.955,6.22095
93.75,0.955,6.59333
94.5,0.955,6.97796
95.25,0.955,7.37472
96,0.955,7.78349
96.75,0.955,8.20411
97.5,0.955,8.63642
98.25,0.955,9.08024
99,0.955,9.53538
99.75,0.955,10.0016
100.5,0.955,10.4788
101.25,0.955,10.9667
102,0.955,11.4649
102.75,0.955,11.9734
103.5,0.955,12.4919
104.25,0.955,13.02
105,0.955,13.5576
105.75,0.955,14.1043
106.5,0.955,14.66
107.25,0.955,15.2243
108,0.955,15.797
108.75,0.955,16.3777
109.5,0.955,16.9664
110.25,0.955,17.5625
111,0.955,18.166
111.75,0.955,18.7765
112.5,0.955,19.3939
113.25,0.955,20.0177
114,0.955,20.6478
114.75,0.955,21.2839
115.5,0.955,21.9258
116.25,0.955,22.5732
117,0.955,23.2259
117.75,0.955,23.8837
118.5,0.955,24.5464
119.25,0.955,25.2136
120,0.955,25.8853
120.75,0.955,26.5612
121.5,0.955,27.2412
122.25,0.955,27.9249
123,0.955,28.6123
123.75,0.955,29.3032
124.5,0.955,29.9973
125.25,0.955,30.6946
126,0.955,31.3948
126.75,0.955,32.0978
127.5,0.955,32.8035
128.25,0.955,33.5117
129,0.955,34.2222
129.75,0.955,34.935
130.5,0.955,35.6498
131.25,0.955,36.3667
132,0.955,37.0854
132.75,0.955,37.8059
133.5,0.955,38.528
134.25,0.955,39.2516
135,0.955,39.9767
135.75,0.955,40.7032
136.5,0.955,41.4309
137.25,0.955,42.1597
138,0.955,42.8897
138.75,0.955,43.6207
139.5,0.955,44.3526
140.25,0.955,45.0854
141,0.955,45.819
141.75,0.955,46.5533
142.5,0.955,47.2882
143.25,0.955,48.0238
144,0.955,48.7599
144.75,0.955,49.4966
145.5,0.955,50.2336
146.25,0.955,50.9711
147,0.955,51.7089
147.75,0.955,52.447
148.5,0.955,53.1854
149.25,0.955,53.924
150,0.955,54.6628
0,0.95,0
0.75,0.95,2.63952e-50
1.5,0.95,4.00698e-47
2.25,0.95,2.06431e-44
3,0.95,5.31901e-42
3.75,0.95,8.16963e-40
4.5,0.95,8.28557e-38
5.25,0.95,5.937e-36
6,0.95,3.15446e-34
6.75,0.95,1.28889e-32
7.5,0.95,4.16732e-31
8.25,0.95,1.09115e-29
9,0.95,2.35842e-28
9.75,0.95,4.27674e-27
10.5,0.95,6.59814e-26
11.25,0.95,8.76675e-25
12,0.95,1.014e-23
12.75,0.95,1.03085e-22
13.5,0.95,9.29114e-22
14.25,0.95,7.48284e-21
15,0.95,5.42376e-20
15.75,0.95,3.56145e-19
16.5,0.95,2.13146e-18
17.25,0.95,1.16919e-17
18,0.95,5.90886e-17
18.75,0.95,2.76461e-16
19.5,0.95,1.20289e-15
20.25,0.95,4.8877e-15
21,0.95,1.86194e-14
21.75,0.95,6.67421e-14
22.5,0.95,2.25887e-13
23.25,0.95,7.24156e-13
24,0.95,2.20557e-12
24.75,0.95,6.39996e-12
25.5,0.95,1.77395e-11
26.25,0.95,4.70849e-11
27,0.95,1.1995e-10
27.75,0.95,2.93927e-10
28.5,0.95,6.94189e-10
29.25,0.95,1.58322e-09
30,0.95,3.49308e-09
30.75,0.95,7.46801e-09
31.5,0.95,1.54959e-08
32.25,0.95,3.12526e-08
33,0.95,6.13505e-08
33.75,0.95,1.17376e-07
34.5,0.95,2.19133e-07
35.25,0.95,3.99672e-07
36,0.95,7.12925e-07
36.75,0.95,1.24501e-06
37.5,0.95,2.13067e-06
38.25,0.95,3.57657e-06
39,0.95,5.89391e-06
39.75,0.95,9.54289e-06
40.5,0.95,1.51926e-05
41.25,0.95,2.37999e-05
42,0.95,3.67122e-05
42.75,0.95,5.57984e-05
43.5,0.95,8.36138e-05
44.25,0.95,0.000123605
45,0.95,0.000180357
45.75,0.95,0.000259898
46.5,0.95,0.000370052
47.25,0.95,0.000520857
48,0.95,0.000725051
48.75,0.95,0.000998618
49.5,0.95,0.00136141
50.25,0.95,0.00183784
51,0.95,0.00245763
51.75,0.95,0.00325665
52.5,0.95,0.00427776
53.25,0.95,0.00557178
54,0.95,0.00719843
54.75,0.95,0.00922731
55.5,0.95,0.0117389
56.25,0.95,0.0148257
57,0.95,0.0185929
57.75,0.95,0.0231596
58.5,0.95,0.0286596
59.25,0.95,0.0352421
60,0.95,0.0430725
60.75,0.95,0.052333
61.5,0.95,0.0632231
62.25,0.95,0.0759595
63,0.95,0.0907769
63.75,0.95,0.107927
64.5,0.95,0.127681
65.25,0.95,0.150324
66,0.95,0.176159
66.75,0.95,0.205505
67.5,0.95,0.238696
68.25,0.95,0.276079
69,0.95,0.318013
69.75,0.95,0.364868
70.5,0.95,0.417024
71.25,0.95,0.474868
72,0.95,0.538792
